2018-02-23 02:52,1,1
2018-02-23 02:53,1,1
2018-02-23 02:54,1,1
2018-02-23 02:55,1,1
2018-02-23 02:56,1,1
2018-02-23 02:57,8,1
2018-02-23 02:58,22,1
2018-02-23 02:59,32,1
2018-02-23 03:00,42,1
2018-02-23 03:01,51,1
2018-02-23 03:02,62,1
2018-02-23 03:03,2,1
2018-02-23 03:04,1,1
2018-02-23 03:06,1,1
2018-02-23 03:07,1,1
2018-02-23 03:08,1,1
2018-02-23 03:09,16,1
2018-02-23 03:10,26,1
2018-02-23 03:11,37,1
2018-02-23 03:12,46,1
2018-02-23 03:13,57,1
2018-02-23 03:14,33,1
2018-02-23 03:15,1,1
2018-02-23 03:16,1,1
2018-02-23 03:17,1,1
2018-02-23 03:18,1,1
2018-02-23 03:19,8,1
2018-02-23 03:20,21,1
2018-02-23 03:21,32,1
2018-02-23 03:22,43,1
2018-02-23 03:23,52,1
2018-02-23 03:24,61,1
2018-02-23 03:25,1,1
2018-02-23 03:26,1,1
2018-02-23 03:27,1,1
2018-02-23 03:28,1,1
2018-02-23 03:29,1,1
2018-02-23 03:30,19,1
2018-02-23 03:31,32,1
2018-02-23 03:32,41,1
2018-02-23 03:33,46,1
2018-02-23 03:34,56,1
2018-02-23 03:35,33,1
2018-02-23 03:36,1,1
2018-02-23 03:37,1,1
2018-02-23 03:38,1,1
2018-02-23 03:39,2,1
2018-02-23 03:41,17,1
2018-02-23 03:42,28,1
2018-02-23 03:43,37,1
2018-02-23 03:44,43,1
2018-02-23 03:45,53,1
2018-02-23 03:46,62,1
2018-02-23 03:47,1,1
2018-02-23 03:48,1,1
2018-02-23 03:49,1,1
2018-02-23 03:50,1,1
2018-02-23 03:51,8,1
2018-02-23 03:52,21,1
2018-02-23 03:53,33,1
2018-02-23 03:54,39,1
2018-02-23 03:55,47,1
2018-02-23 03:56,56,1
2018-02-23 03:57,22,1
2018-02-23 03:58,1,1
2018-02-23 03:59,1,1
2018-02-23 04:00,1,1
2018-02-23 04:01,1,1
2018-02-23 04:02,16,1
2018-02-23 04:03,27,1
2018-02-23 04:04,37,1
2018-02-23 04:05,45,1
2018-02-23 04:06,57,1
2018-02-23 04:07,33,1
2018-02-23 04:08,1,1
2018-02-23 04:09,1,1
2018-02-23 04:10,1,1
2018-02-23 04:11,1,1
2018-02-23 04:12,8,1
2018-02-23 04:13,22,1
2018-02-23 04:14,32,1
2018-02-23 04:16,42,1
2018-02-23 04:17,52,1
2018-02-23 04:18,61,1
2018-02-23 04:19,1,1
2018-02-23 04:20,1,1
2018-02-23 04:21,1,1
2018-02-23 04:22,1,1
2018-02-23 04:23,1,1
2018-02-23 04:24,16,1
2018-02-23 04:25,26,1
2018-02-23 04:26,36,1
2018-02-23 04:27,48,1
2018-02-23 04:28,57,1
2018-02-23 04:29,32,1
2018-02-23 04:30,1,1
2018-02-23 04:31,1,1
2018-02-23 04:32,1,1
2018-02-23 04:33,1,1
2018-02-23 04:34,13,1
2018-02-23 04:35,22,1
2018-02-23 04:36,32,1
2018-02-23 04:37,42,1
2018-02-23 04:38,51,1
2018-02-23 04:39,63,1
2018-02-23 04:40,1,1
2018-02-23 04:41,1,1
2018-02-23 04:42,1,1
2018-02-23 04:43,1,1
2018-02-23 04:44,1,1
2018-02-23 04:45,16,1
2018-02-23 04:46,26,1
2018-02-23 04:47,37,1
2018-02-23 04:48,47,1
2018-02-23 04:49,57,1
2018-02-23 04:50,32,1
2018-02-23 04:52,2,1
2018-02-23 04:53,1,1
2018-02-23 04:54,1,1
2018-02-23 04:55,1,1
2018-02-23 04:56,14,1
2018-02-23 04:57,23,1
2018-02-23 04:58,31,1
2018-02-23 04:59,42,1
2018-02-23 05:00,52,1
2018-02-23 05:01,62,1
2018-02-23 05:02,1,1
2018-02-23 05:03,1,1
2018-02-23 05:04,1,1
2018-02-23 05:05,1,1
2018-02-23 05:06,1,1
2018-02-23 05:07,16,1
2018-02-23 05:08,29,1
2018-02-23 05:09,40,1
2018-02-23 05:10,47,1
2018-02-23 05:11,56,1
2018-02-23 05:12,33,1
2018-02-23 05:13,1,1
2018-02-23 05:14,1,1
2018-02-23 05:15,1,1
2018-02-23 05:16,1,1
2018-02-23 05:17,16,1
2018-02-23 05:18,26,1
2018-02-23 05:19,37,1
2018-02-23 05:20,44,1
2018-02-23 05:21,51,1
2018-02-23 05:22,62,1
2018-02-23 05:23,1,1
2018-02-23 05:24,1,1
2018-02-23 05:25,1,1
2018-02-23 05:27,1,1
2018-02-23 05:28,8,1
2018-02-23 05:29,23,1
2018-02-23 05:30,32,1
2018-02-23 05:31,41,1
2018-02-23 05:32,50,1
2018-02-23 05:33,57,1
2018-02-23 05:34,33,1
2018-02-23 05:35,1,1
2018-02-23 05:36,1,1
2018-02-23 05:37,1,1
2018-02-23 05:38,1,1
2018-02-23 05:39,16,1
2018-02-23 05:40,26,1
2018-02-23 05:41,37,1
2018-02-23 05:42,45,1
2018-02-23 05:43,51,1
2018-02-23 05:44,32,1
2018-02-23 05:45,1,1
2018-02-23 05:46,2,1
2018-02-23 05:47,1,1
2018-02-23 05:48,1,1
2018-02-23 05:49,7,1
2018-02-23 05:50,22,1
2018-02-23 05:51,31,1
2018-02-23 05:52,41,1
2018-02-23 05:53,52,1
2018-02-23 05:54,61,1
2018-02-23 05:55,1,1
2018-02-23 05:56,1,1
2018-02-23 05:57,1,1
2018-02-23 05:58,1,1
2018-02-23 05:59,1,1
2018-02-23 06:00,17,1
2018-02-23 06:02,26,1
2018-02-23 06:03,37,1
2018-02-23 06:04,46,1
2018-02-23 06:05,57,1
2018-02-23 06:06,33,1
2018-02-23 06:07,1,1
2018-02-23 06:08,1,1
2018-02-23 06:09,1,1
2018-02-23 06:10,1,1
2018-02-23 06:11,14,1
2018-02-23 06:12,22,1
2018-02-23 06:13,32,1
2018-02-23 06:14,41,1
2018-02-23 06:15,52,1
2018-02-23 06:16,63,1
2018-02-23 06:17,1,1
2018-02-23 06:18,1,1
2018-02-23 06:19,1,1
2018-02-23 06:20,1,1
2018-02-23 06:21,1,1
2018-02-23 06:22,18,1
2018-02-23 06:23,26,1
2018-02-23 06:24,37,1
2018-02-23 06:25,48,1
2018-02-23 06:26,56,1
2018-02-23 06:27,33,1
2018-02-23 06:28,1,1
2018-02-23 06:29,1,1
2018-02-23 06:30,1,1
2018-02-23 06:31,1,1
2018-02-23 06:32,15,1
2018-02-23 06:33,21,1
2018-02-23 06:34,33,1
2018-02-23 06:35,42,1
2018-02-23 06:37,51,1
2018-02-23 06:38,62,1
2018-02-23 06:39,1,1
2018-02-23 06:40,2,1
2018-02-23 06:41,1,1
2018-02-23 06:42,1,1
2018-02-23 06:43,1,1
2018-02-23 06:44,18,1
2018-02-23 06:45,32,1
2018-02-23 06:46,41,1
2018-02-23 06:47,49,1
2018-02-23 06:48,56,1
2018-02-23 06:49,32,1
2018-02-23 06:50,1,1
2018-02-23 06:51,1,1
2018-02-23 06:52,1,1
2018-02-23 06:53,1,1
2018-02-23 06:54,18,1
2018-02-23 06:55,28,1
2018-02-23 06:56,36,1
2018-02-23 06:57,45,1
2018-02-23 06:58,52,1
2018-02-23 06:59,62,1
2018-02-23 07:00,1,1
2018-02-23 07:01,1,1
2018-02-23 07:02,1,1
2018-02-23 07:03,1,1
2018-02-23 07:04,8,1
2018-02-23 07:05,22,1
2018-02-23 07:06,31,1
2018-02-23 07:07,43,1
2018-02-23 07:08,49,1
2018-02-23 07:09,58,1
2018-02-23 07:10,33,1
2018-02-23 07:11,1,1
2018-02-23 07:13,1,1
2018-02-23 07:14,1,1
2018-02-23 07:15,1,1
2018-02-23 07:16,16,1
2018-02-23 07:17,26,1
2018-02-23 07:18,37,1
2018-02-23 07:19,44,1
2018-02-23 07:20,55,1
2018-02-23 07:21,32,1
2018-02-23 07:22,1,1
2018-02-23 07:23,1,1
2018-02-23 07:24,1,1
2018-02-23 07:25,1,1
2018-02-23 07:26,7,1
2018-02-23 07:27,22,1
2018-02-23 07:28,32,1
2018-02-23 07:29,42,1
2018-02-23 07:30,52,1
2018-02-23 07:31,61,1
2018-02-23 07:32,1,1
2018-02-23 07:33,1,1
2018-02-23 07:34,2,1
2018-02-23 07:35,1,1
2018-02-23 07:36,1,1
2018-02-23 07:37,17,1
2018-02-23 07:38,26,1
2018-02-23 07:39,37,1
2018-02-23 07:40,46,1
2018-02-23 07:41,56,1
2018-02-23 07:42,32,1
2018-02-23 07:43,1,1
2018-02-23 07:44,1,1
2018-02-23 07:45,1,1
2018-02-23 07:47,1,1
2018-02-23 07:48,14,1
2018-02-23 07:49,22,1
2018-02-23 07:50,32,1
2018-02-23 07:51,41,1
2018-02-23 07:52,53,1
2018-02-23 07:53,62,1
2018-02-23 07:54,1,1
2018-02-23 07:55,1,1
2018-02-23 07:56,1,1
2018-02-23 07:57,1,1
2018-02-23 07:58,1,1
2018-02-23 07:59,16,1
2018-02-23 08:00,27,1
2018-02-23 08:01,37,1
2018-02-23 08:02,46,1
2018-02-23 08:03,57,1
2018-02-23 08:04,32,1
2018-02-23 08:05,1,1
2018-02-23 08:06,1,1
2018-02-23 08:07,1,1
2018-02-23 08:08,1,1
2018-02-23 08:09,15,1
2018-02-23 08:10,21,1
2018-02-23 08:11,36,1
2018-02-23 08:12,44,1
2018-02-23 08:13,53,1
2018-02-23 08:14,62,1
2018-02-23 08:15,1,1
2018-02-23 08:16,1,1
2018-02-23 08:17,1,1
2018-02-23 08:18,1,1
2018-02-23 08:19,8,1
2018-02-23 08:21,21,1
2018-02-23 08:22,32,1
2018-02-23 08:23,38,1
2018-02-23 08:24,46,1
2018-02-23 08:25,56,1
2018-02-23 08:26,32,1
2018-02-23 08:27,1,1
2018-02-23 08:28,1,1
2018-02-23 08:29,1,1
2018-02-23 08:30,1,1
2018-02-23 08:31,17,1
2018-02-23 08:32,27,1
2018-02-23 08:33,37,1
2018-02-23 08:34,44,1
2018-02-23 08:35,53,1
2018-02-23 08:36,63,1
2018-02-23 08:37,1,1
2018-02-23 08:38,1,1
2018-02-23 08:39,1,1
2018-02-23 08:40,1,1
2018-02-23 08:41,7,1
2018-02-23 08:42,22,1
2018-02-23 08:43,31,1
2018-02-23 08:44,38,1
2018-02-23 08:45,50,1
2018-02-23 08:46,61,1
2018-02-23 08:47,1,1
2018-02-23 08:48,1,1
2018-02-23 08:49,1,1
2018-02-23 08:50,1,1
2018-02-23 08:51,1,1
2018-02-23 08:52,17,1
2018-02-23 08:53,27,1
2018-02-23 08:55,37,1
2018-02-23 08:56,46,1
2018-02-23 08:57,57,1
2018-02-23 08:58,32,1
2018-02-23 08:59,1,1
2018-02-23 09:00,1,1
2018-02-23 09:01,1,1
2018-02-23 09:02,1,1
2018-02-23 09:03,8,1
2018-02-23 09:04,21,1
2018-02-23 09:05,32,1
2018-02-23 09:06,43,1
2018-02-23 09:07,53,1
2018-02-23 09:08,62,1
2018-02-23 09:09,1,1
2018-02-23 09:10,1,1
2018-02-23 09:11,1,1
2018-02-23 09:12,1,1
2018-02-23 09:13,1,1
2018-02-23 09:14,17,1
2018-02-23 09:15,27,1
2018-02-23 09:16,36,1
2018-02-23 09:17,48,1
2018-02-23 09:18,57,1
2018-02-23 09:19,32,1
2018-02-23 09:20,1,1
2018-02-23 09:21,1,1
2018-02-23 09:22,1,1
2018-02-23 09:23,2,1
2018-02-23 09:24,8,1
2018-02-23 09:25,22,1
2018-02-23 09:26,32,1
2018-02-23 09:27,41,1
2018-02-23 09:29,51,1
2018-02-23 09:30,61,1
2018-02-23 09:31,1,1
2018-02-23 09:32,1,1
2018-02-23 09:33,1,1
2018-02-23 09:34,1,1
2018-02-23 09:35,1,1
2018-02-23 09:36,17,1
2018-02-23 09:37,32,1
2018-02-23 09:38,39,1
2018-02-23 09:39,47,1
2018-02-23 09:40,57,1
2018-02-23 09:41,32,1
2018-02-23 09:42,1,1
2018-02-23 09:43,1,1
2018-02-23 09:44,1,1
2018-02-23 09:45,1,1
2018-02-23 09:46,17,1
2018-02-23 09:47,26,1
2018-02-23 09:48,35,1
2018-02-23 09:49,42,1
2018-02-23 09:50,52,1
2018-02-23 09:51,61,1
2018-02-23 09:52,1,1
2018-02-23 09:53,1,1
2018-02-23 09:54,1,1
2018-02-23 09:55,1,1
2018-02-23 09:56,8,1
2018-02-23 09:57,23,1
2018-02-23 09:58,32,1
2018-02-23 09:59,40,1
2018-02-23 10:00,48,1
2018-02-23 10:01,57,1
2018-02-23 10:02,1,1
2018-02-23 10:04,1,1
2018-02-23 10:05,1,1
2018-02-23 10:06,1,1
2018-02-23 10:07,1,1
2018-02-23 10:08,17,1
2018-02-23 10:09,28,1
2018-02-23 10:10,35,1
2018-02-23 10:11,45,1
2018-02-23 10:12,57,1
2018-02-23 10:13,33,1
2018-02-23 10:14,1,1
2018-02-23 10:15,1,1
2018-02-23 10:16,1,1
2018-02-23 10:17,1,1
2018-02-23 10:18,9,1
2018-02-23 10:19,21,1
2018-02-23 10:20,32,1
2018-02-23 10:21,41,1
2018-02-23 10:22,51,1
2018-02-23 10:23,62,1
2018-02-23 10:24,1,1
2018-02-23 10:25,1,1
2018-02-23 10:26,1,1
2018-02-23 10:27,1,1
2018-02-23 10:28,1,1
2018-02-23 10:29,16,1
2018-02-23 10:30,26,1
2018-02-23 10:31,37,1
2018-02-23 10:32,47,1
2018-02-23 10:33,57,1
2018-02-23 10:34,65,1
2018-02-23 10:35,1,1
2018-02-23 10:36,1,1
2018-02-23 10:38,1,1
2018-02-23 10:39,1,1
2018-02-23 10:40,7,1
2018-02-23 10:41,21,1
2018-02-23 10:42,32,1
2018-02-23 10:43,41,1
2018-02-23 10:44,52,1
2018-02-23 10:45,61,1
2018-02-23 10:46,1,1
2018-02-23 10:47,1,1
2018-02-23 10:48,1,1
2018-02-23 10:49,1,1
2018-02-23 10:50,1,1
2018-02-23 10:51,17,1
2018-02-23 10:52,27,1
2018-02-23 10:53,37,1
2018-02-23 10:54,48,1
2018-02-23 10:55,59,1
2018-02-23 10:56,37,1
2018-02-23 10:57,2,1
2018-02-23 10:58,1,1
2018-02-23 10:59,1,1
2018-02-23 11:00,1,1
2018-02-23 11:01,17,1
2018-02-23 11:02,28,1
2018-02-23 11:03,33,1
2018-02-23 11:04,44,1
2018-02-23 11:05,52,1
2018-02-23 11:06,62,1
2018-02-23 11:07,1,1
2018-02-23 11:08,1,1
2018-02-23 11:10,1,1
2018-02-23 11:11,1,1
2018-02-23 11:12,7,1
2018-02-23 11:13,22,1
2018-02-23 11:14,29,1
2018-02-23 11:15,37,1
2018-02-23 11:16,51,1
2018-02-23 11:17,62,1
2018-02-23 11:18,1,1
2018-02-23 11:19,1,1
2018-02-23 11:20,1,1
2018-02-23 11:21,1,1
2018-02-23 11:22,1,1
2018-02-23 11:23,17,1
2018-02-23 11:24,28,1
2018-02-23 11:25,37,1
2018-02-23 11:26,46,1
2018-02-23 11:27,56,1
2018-02-23 11:28,63,1
2018-02-23 11:29,2,1
2018-02-23 11:30,1,1
2018-02-23 11:31,1,1
2018-02-23 11:32,1,1
2018-02-23 11:33,8,1
2018-02-23 11:34,21,1
2018-02-23 11:35,33,1
2018-02-23 11:36,42,1
2018-02-23 11:37,51,1
2018-02-23 11:38,62,1
2018-02-23 11:39,1,1
2018-02-23 11:41,1,1
2018-02-23 11:42,1,1
2018-02-23 11:43,1,1
2018-02-23 11:44,1,1
2018-02-23 11:45,16,1
2018-02-23 11:46,26,1
2018-02-23 11:47,37,1
2018-02-23 11:48,46,1
2018-02-23 11:49,56,1
2018-02-23 11:50,34,1
2018-02-23 11:51,1,1
2018-02-23 11:52,1,1
2018-02-23 11:53,1,1
2018-02-23 11:54,1,1
2018-02-23 11:55,7,1
2018-02-23 11:56,22,1
2018-02-23 11:57,31,1
2018-02-23 11:58,42,1
2018-02-23 11:59,52,1
2018-02-23 12:00,62,1
2018-02-23 12:01,1,1
2018-02-23 12:02,1,1
2018-02-23 12:03,1,1
2018-02-23 12:04,1,1
2018-02-23 12:05,4,1
2018-02-23 12:06,21,1
2018-02-23 12:07,28,1
2018-02-23 12:08,37,1
2018-02-23 12:09,47,1
2018-02-23 12:10,57,1
2018-02-23 12:11,33,1
2018-02-23 12:12,1,1
2018-02-23 12:13,1,1
2018-02-23 12:14,1,1
2018-02-23 12:15,1,1
2018-02-23 12:17,17,1
2018-02-23 12:18,27,1
2018-02-23 12:19,35,1
2018-02-23 12:20,42,1
2018-02-23 12:21,52,1
2018-02-23 12:22,62,1
2018-02-23 12:23,1,1
2018-02-23 12:24,1,1
2018-02-23 12:25,2,1
2018-02-23 12:26,1,1
2018-02-23 12:27,7,1
2018-02-23 12:28,22,1
2018-02-23 12:29,29,1
2018-02-23 12:30,36,1
2018-02-23 12:31,46,1
2018-02-23 12:32,57,1
2018-02-23 12:33,32,1
2018-02-23 12:34,1,1
2018-02-23 12:35,1,1
2018-02-23 12:36,1,1
2018-02-23 12:37,2,1
2018-02-23 12:38,17,1
2018-02-23 12:39,27,1
2018-02-23 12:40,34,1
2018-02-23 12:41,44,1
2018-02-23 12:42,58,1
2018-02-23 12:43,64,1
2018-02-23 12:44,1,1
2018-02-23 12:45,1,1
2018-02-23 12:46,1,1
2018-02-23 12:47,1,1
2018-02-23 12:48,7,1
2018-02-23 12:49,22,1
2018-02-23 12:51,32,1
2018-02-23 12:52,41,1
2018-02-23 12:53,51,1
2018-02-23 12:54,59,1
2018-02-23 12:55,33,1
2018-02-23 12:56,1,1
2018-02-23 12:57,1,1
2018-02-23 12:58,1,1
2018-02-23 12:59,1,1
2018-02-23 13:00,17,1
2018-02-23 13:01,27,1
2018-02-23 13:02,37,1
2018-02-23 13:03,46,1
2018-02-23 13:04,61,1
2018-02-23 13:05,64,1
2018-02-23 13:06,1,1
2018-02-23 13:07,1,1
2018-02-23 13:08,1,1
2018-02-23 13:09,1,1
2018-02-23 13:10,8,1
2018-02-23 13:11,22,1
2018-02-23 13:12,31,1
2018-02-23 13:13,42,1
2018-02-23 13:14,52,1
2018-02-23 13:15,62,1
2018-02-23 13:16,1,1
2018-02-23 13:17,1,1
2018-02-23 13:18,1,1
2018-02-23 13:19,2,1
2018-02-23 13:20,1,1
2018-02-23 13:21,16,1
2018-02-23 13:22,27,1
2018-02-23 13:23,37,1
2018-02-23 13:25,47,1
2018-02-23 13:26,58,1
2018-02-23 13:27,32,1
2018-02-23 13:28,1,1
2018-02-23 13:29,1,1
2018-02-23 13:30,3,1
2018-02-23 13:31,1,1
2018-02-23 13:32,12,1
2018-02-23 13:33,23,1
2018-02-23 13:34,31,1
2018-02-23 13:35,42,1
2018-02-23 13:36,52,1
2018-02-23 13:37,62,1
2018-02-23 13:38,1,1
2018-02-23 13:39,1,1
2018-02-23 13:40,1,1
2018-02-23 13:41,1,1
2018-02-23 13:42,7,1
2018-02-23 13:43,21,1
2018-02-23 13:44,30,1
2018-02-23 13:45,38,1
2018-02-23 13:46,46,1
2018-02-23 13:47,57,1
2018-02-23 13:48,33,1
2018-02-23 13:49,1,1
2018-02-23 13:50,1,1
2018-02-23 13:51,1,1
2018-02-23 13:52,1,1
2018-02-23 13:53,17,1
2018-02-23 13:54,25,1
2018-02-23 13:55,32,1
2018-02-23 13:56,41,1
